feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,score
8.3,0.53,0,1.4,0.73,0.07,6,14,16,0.99593,3.25,83,0.64,10,6
5.4,0.42,0.27,2,0.88,0.092,23,55,38,0.99471,3.78,35,0.64,12.3,7
7.9,0.33,0.41,1.5,0.93,0.056,6,35,30,0.99396,3.29,76,0.71,11,6
8.9,0.24,0.39,1.6,0.83,0.074,3,10,38,0.99698,3.12,30,0.59,9.5,6
5,0.4,0.5,4.3,0.88,0.046,29,80,28,0.9902,3.49,95,0.66,13.6,6
7,0.69,0.07,2.5,0.59,0.091,15,21,28,0.99572,3.38,16,0.6,11.3,6
7,0.69,0.07,2.5,0.68,0.091,15,21,35,0.99572,3.38,44,0.6,11.3,6
7,0.69,0.07,2.5,0.54,0.091,15,21,42,0.99572,3.38,94,0.6,11.3,6
7.1,0.39,0.12,2.1,0.88,0.065,14,24,41,0.99252,3.3,20,0.53,13.3,6
5.6,0.66,0,2.5,0.68,0.066,7,15,39,0.99256,3.52,83,0.58,12.9,5
7.9,0.54,0.34,2.5,0.83,0.076,8,17,18,0.99235,3.2,74,0.72,13.1,8
6.6,0.5,0,1.8,0.93,0.062,21,28,42,0.99352,3.44,39,0.55,12.3,6
6.3,0.47,0,1.4,0.98,0.055,27,33,40,0.9922,3.45,30,0.48,12.3,6
10.7,0.4,0.37,1.9,0.83,0.081,17,29,41,0.99674,3.12,85,0.65,11.2,6
6.5,0.58,0,2.2,0.78,0.096,3,13,50,0.99557,3.62,73,0.62,11.5,4
8.8,0.24,0.35,1.7,0.98,0.055,13,27,28,0.99394,3.14,77,0.59,11.3,7
5.8,0.29,0.26,1.7,0.54,0.063,3,11,31,0.9915,3.39,68,0.54,13.5,6
6.3,0.76,0,2.9,0.98,0.072,26,52,25,0.99379,3.51,34,0.6,11.5,6
10,0.43,0.33,2.7,0.88,0.095,28,89,13,0.9984,3.22,64,0.68,10,5
10.5,0.43,0.35,3.3,0.73,0.092,24,70,14,0.99798,3.21,48,0.69,10.5,6
9.1,0.6,0,1.9,0.63,0.058,5,10,16,0.9977,3.18,43,0.63,10.4,6
5.9,0.19,0.21,1.7,0.68,0.045,57,135,32,0.99341,3.32,85,0.44,9.5,5
7.4,0.36,0.34,1.8,0.68,0.075,18,38,26,0.9933,3.38,66,0.88,13.6,7
7.2,0.48,0.07,5.5,0.54,0.089,10,18,49,0.99684,3.37,97,0.68,11.2,7
8.5,0.28,0.35,1.7,0.93,0.061,6,15,33,0.99524,3.3,33,0.74,11.8,7
8,0.25,0.43,1.7,0.63,0.067,22,50,25,0.9946,3.38,78,0.6,11.9,6
10.4,0.52,0.45,2,0.68,0.08,6,13,50,0.99774,3.22,92,0.76,11.4,6
10.4,0.52,0.45,2,0.98,0.08,6,13,19,0.99774,3.22,5,0.76,11.4,6
7.5,0.41,0.15,3.7,0.98,0.104,29,94,20,0.99786,3.14,3,0.58,9.1,5
8.2,0.51,0.24,2,0.73,0.079,16,86,40,0.99764,3.34,50,0.64,9.5,6
7.3,0.4,0.3,1.7,0.78,0.08,33,79,17,0.9969,3.41,61,0.65,9.5,6
8.2,0.38,0.32,2.5,0.68,0.08,24,71,40,0.99624,3.27,73,0.85,11,6
6.9,0.45,0.11,2.4,0.83,0.043,6,12,48,0.99354,3.3,49,0.65,11.4,6
7,0.22,0.3,1.8,0.83,0.065,16,20,15,0.99672,3.61,59,0.82,10,6
7.3,0.32,0.23,2.3,0.54,0.066,35,70,20,0.99588,3.43,89,0.62,10.1,5
8.2,0.2,0.43,2.5,0.88,0.076,31,51,47,0.99672,3.53,89,0.81,10.4,6
7.8,0.5,0.12,1.8,0.73,0.178,6,21,38,0.996,3.28,21,0.87,9.8,6
10,0.41,0.45,6.2,0.98,0.071,6,14,31,0.99702,3.21,76,0.49,11.8,7
7.8,0.39,0.42,2,0.59,0.086,9,21,28,0.99526,3.39,60,0.66,11.6,6
10,0.35,0.47,2,0.93,0.061,6,11,21,0.99585,3.23,96,0.52,12,6
8.2,0.33,0.32,2.8,0.93,0.067,4,12,41,0.99473,3.3,71,0.76,12.8,7
NA,0.58,0.23,2.5,0.83,0.044,16,70,14,0.99352,3.46,35,0.65,12.5,6
8.3,0.6,0.25,2.2,0.63,0.118,9,38,28,0.99616,3.15,95,0.53,9.8,5
NA,0.42,NA,2.1,0.98,0.083,17,38,43,0.99622,3.23,79,0.66,11.1,6
6.6,0.58,0,2.2,0.93,0.1,50,63,48,0.99544,3.59,65,0.68,11.4,6
NA,0.6,0.25,2.2,0.68,0.118,9,38,50,0.99616,3.15,60,0.53,9.8,5
8.5,0.18,0.51,1.75,0.98,0.071,45,88,15,0.99524,3.33,74,0.76,11.8,7
5.1,0.51,0.18,2.1,0.68,0.042,16,101,22,0.9924,3.46,44,0.87,12.9,7
6.7,0.41,0.43,2.8,0.59,0.076,22,54,45,0.99572,3.42,63,1.16,10.6,6
10.2,0.41,0.43,2.2,0.88,0.11,11,37,35,0.99728,3.16,12,0.67,10.8,5
10.6,0.36,0.57,2.3,0.63,0.087,6,20,37,0.99676,3.14,85,0.72,11.1,7
8.8,0.45,0.43,1.4,0.83,0.076,12,21,12,0.99551,3.21,66,0.75,10.2,6
8.5,0.32,0.42,2.3,0.83,0.075,12,19,43,0.99434,3.14,47,0.71,11.8,7
9,0.785,0.24,1.7,0.93,0.078,10,21,35,0.99692,3.29,45,0.67,10,5
9,0.785,0.24,1.7,0.73,0.078,10,21,13,0.99692,3.29,9,0.67,10,5
8.5,0.44,0.5,1.9,0.73,0.369,15,38,32,0.99634,3.01,71,1.1,9.4,5
9.9,0.54,0.26,2,0.98,0.111,7,60,28,0.99709,2.94,16,0.98,10.2,5
8.2,0.33,0.39,2.5,0.68,0.074,29,48,42,0.99528,3.32,91,0.88,12.4,7
6.5,0.34,0.27,2.8,0.93,0.067,8,44,17,0.99384,3.21,61,0.56,12,6
7.6,0.5,0.29,2.3,0.88,0.086,5,14,10,0.99502,3.32,97,0.62,11.5,6
9.2,0.36,0.34,1.6,0.63,0.062,5,12,49,0.99667,3.2,5,0.67,10.5,6
7.1,0.59,0,2.2,0.63,0.078,26,44,50,0.99522,3.42,54,0.68,10.8,6
9.7,0.42,0.46,2.1,0.83,0.074,5,16,21,0.99649,3.27,17,0.74,12.3,6
7.6,0.36,0.31,1.7,0.93,0.079,26,65,42,0.99716,3.46,65,0.62,9.5,6
7.6,0.36,0.31,1.7,0.59,0.079,26,65,23,0.99716,3.46,30,0.62,9.5,6
6.5,0.61,0,2.2,0.93,0.095,48,59,10,0.99541,3.61,40,0.7,11.5,6
6.5,0.88,0.03,5.6,0.73,0.079,23,47,20,0.99572,3.58,47,0.5,11.2,4
7.1,0.66,0,2.4,0.63,0.052,6,11,42,0.99318,3.35,79,0.66,12.7,7
5.6,0.915,0,2.1,0.63,0.041,17,78,38,0.99346,3.68,42,0.73,11.4,5
8.2,0.35,0.33,2.4,0.78,0.076,11,47,41,0.99599,3.27,97,0.81,11,6
8.2,0.35,0.33,2.4,0.83,0.076,11,47,23,0.99599,3.27,89,0.81,11,6
9.8,0.39,0.43,1.65,0.68,0.068,5,NA,11,0.99478,3.19,73,0.46,11.4,5
10.2,0.4,0.4,2.5,0.54,0.068,41,54,26,0.99754,3.38,55,0.86,10.5,6
6.8,0.66,0.07,1.6,0.88,0.07,16,61,17,0.99572,3.29,72,0.6,9.3,5
6.7,0.64,0.23,2.1,0.73,0.08,11,119,17,0.99538,3.36,69,0.7,10.9,5
7,0.43,0.3,2,0.83,0.085,6,39,20,0.99346,3.33,0,0.46,11.9,6
6.6,0.8,0.03,7.8,0.54,0.079,6,12,12,0.9963,3.52,93,0.5,12.2,5
7,0.43,0.3,2,0.73,0.085,6,39,18,0.99346,3.33,25,0.46,11.9,6
6.7,0.64,0.23,2.1,0.73,0.08,11,119,41,0.99538,3.36,88,0.7,10.9,5
8.8,0.955,0.05,1.8,0.93,0.075,5,19,28,0.99616,3.3,24,0.44,9.6,4
9.1,0.4,0.57,4.6,0.68,0.08,6,20,25,0.99652,3.28,100,0.57,12.5,6
6.5,0.885,0,2.3,0.54,0.166,6,12,47,0.99551,3.56,0,0.51,10.8,5
7.2,0.25,0.37,2.5,0.93,0.063,11,41,40,0.99439,3.52,9,0.8,12.4,7
6.4,0.885,0,2.3,0.73,0.166,6,12,20,0.99551,3.56,15,0.51,10.8,5
7,0.745,0.12,1.8,0.83,0.114,15,64,23,0.99588,3.22,39,0.59,9.5,6
6.2,0.43,0.22,1.8,0.59,0.078,21,56,42,0.99633,3.52,4,0.6,9.5,6
7.9,0.58,0.23,2.3,0.93,0.076,23,94,26,0.99686,3.21,3,0.58,9.5,6
7.7,0.57,0.21,1.5,0.59,0.069,4,9,15,0.99458,3.16,36,0.54,9.8,6
7.7,0.26,0.26,2,0.93,0.052,19,77,11,0.9951,3.15,10,0.79,10.9,6
7.9,0.58,0.23,2.3,0.68,0.076,23,94,50,0.99686,3.21,61,0.58,9.5,6
7.7,0.57,0.21,1.5,0.98,0.069,4,9,43,0.99458,3.16,88,0.54,9.8,6
7.9,0.34,0.36,1.9,0.59,0.065,5,10,33,0.99419,3.27,6,0.54,11.2,7
8.6,0.42,0.39,1.8,0.93,0.068,6,12,35,0.99516,3.35,92,0.69,11.7,8
9.9,0.74,0.19,5.8,0.54,0.111,33,76,12,0.99878,3.14,32,0.55,9.4,5
7.2,0.36,0.46,2.1,0.63,0.074,24,44,17,0.99534,3.4,32,0.85,11,7
7.2,0.36,0.46,2.1,0.78,0.074,24,44,48,0.99534,3.4,27,0.85,11,7
7.2,0.36,0.46,2.1,0.68,0.074,24,44,45,0.99534,3.4,3,0.85,11,7
9.9,0.72,0.55,1.7,0.54,0.136,24,52,40,0.99752,3.35,54,0.94,10,5
7.2,0.36,0.46,2.1,0.88,0.074,24,44,12,0.99534,3.4,62,0.85,11,7
6.2,0.39,0.43,2,0.63,0.071,14,24,44,0.99428,3.45,51,0.87,11.2,7
6.8,0.65,0.02,2.1,0.54,0.078,8,15,47,0.99498,3.35,1,0.62,10.4,6
6.6,0.44,0.15,2.1,0.59,0.076,22,53,49,0.9957,3.32,94,0.62,9.3,5
6.8,0.65,0.02,2.1,0.98,0.078,8,15,38,0.99498,3.35,70,0.62,10.4,6
9.6,0.38,0.42,1.9,0.78,0.071,5,13,50,0.99659,3.15,74,0.75,10.5,6
10.2,0.33,0.46,1.9,0.59,0.081,6,9,20,0.99628,3.1,55,0.48,10.4,6
8.8,0.27,0.46,2.1,0.88,0.095,20,29,17,0.99488,3.26,32,0.56,11.3,6
7.9,0.57,0.31,2,0.59,0.079,10,79,45,0.99677,3.29,8,0.69,9.5,6
8.2,0.34,0.37,1.9,0.83,0.057,43,74,29,0.99408,3.23,24,0.81,12,6
8.2,0.4,0.31,1.9,0.54,0.082,8,24,13,0.996,3.24,97,0.69,10.6,6
9,0.39,0.4,1.3,0.63,0.044,25,50,39,0.99478,3.2,5,0.83,10.9,6
10.9,0.32,0.52,1.8,0.73,0.132,17,44,32,0.99734,3.28,79,0.77,11.5,6
10.9,0.32,0.52,1.8,0.54,0.132,17,44,50,0.99734,3.28,96,0.77,11.5,6
8.1,0.53,0.22,2.2,0.63,0.078,33,89,15,0.99678,3.26,89,0.46,9.6,6
10.5,0.36,0.47,2.2,0.83,0.074,9,23,22,0.99638,3.23,75,0.76,12,6
12.6,0.39,0.49,2.5,0.63,0.08,8,20,20,0.9992,3.07,46,0.82,10.3,6
9.2,0.46,0.23,2.6,0.88,0.091,18,77,22,0.99922,3.15,16,0.51,9.4,5
7.5,0.58,0.03,4.1,0.63,0.08,27,46,43,0.99592,3.02,94,0.47,9.2,5
9,0.58,0.25,2,0.93,0.104,8,21,47,0.99769,3.27,42,0.72,9.6,5
5.1,0.42,0,1.8,0.68,0.044,18,88,32,0.99157,3.68,69,0.73,13.6,7
7.6,0.43,0.29,2.1,0.73,0.075,19,66,36,0.99718,3.4,71,0.64,9.5,5
7.7,0.18,0.34,2.7,0.59,0.066,15,58,34,0.9947,3.37,63,0.78,11.8,6
7.8,0.815,0.01,2.6,0.68,0.074,48,90,20,0.99621,3.38,72,0.62,10.8,5
7.6,0.43,0.29,2.1,0.83,0.075,19,66,40,0.99718,3.4,35,0.64,9.5,5
10.2,0.23,0.37,2.2,0.73,0.057,14,36,10,0.99614,3.23,98,0.49,9.3,4
7.1,0.75,0.01,2.2,0.78,0.059,11,18,48,0.99242,3.39,65,0.4,12.8,6
6,0.33,0.32,12.9,0.59,0.054,6,113,17,0.99572,3.3,19,0.56,11.5,4
7.8,0.55,0,1.7,0.54,0.07,7,17,23,0.99659,3.26,81,0.64,9.4,6
7.1,0.75,0.01,2.2,0.93,0.059,11,18,35,0.99242,3.39,87,0.4,12.8,6
8.1,0.73,0,2.5,0.93,0.081,12,24,40,0.99798,3.38,94,0.46,9.6,4
6.5,0.67,0,4.3,0.83,0.057,11,20,45,0.99488,3.45,52,0.56,11.8,4
7.5,0.61,0.2,1.7,0.63,0.076,36,60,15,0.99494,3.1,24,0.4,9.3,5
9.8,0.37,0.39,2.5,0.68,0.079,28,65,49,0.99729,3.16,35,0.59,9.8,5
9,0.4,0.41,2,0.93,0.058,15,40,44,0.99414,3.22,90,0.6,12.2,6
8.3,0.56,0.22,2.4,0.68,0.082,10,86,36,0.9983,3.37,38,0.62,9.5,5
5.9,0.29,0.25,13.4,0.93,0.067,72,160,36,0.99721,3.33,92,0.54,10.3,6
7.4,0.55,0.19,1.8,0.54,0.082,15,34,14,0.99655,3.49,20,0.68,10.5,5
7.4,0.74,0.07,1.7,0.68,0.086,15,48,44,0.99502,3.12,33,0.48,10,5
7.4,0.55,0.19,1.8,0.63,0.082,15,34,26,0.99655,3.49,93,0.68,10.5,5
6.9,0.41,0.33,2.2,0.68,0.081,22,36,10,0.9949,3.41,15,0.75,11.1,6
7.1,0.6,0.01,2.3,0.59,0.079,24,37,28,0.99514,3.4,75,0.61,10.9,6
7.1,0.6,0.01,2.3,0.63,0.079,24,37,45,0.99514,3.4,12,0.61,10.9,6
7.5,0.58,0.14,2.2,0.93,0.077,27,60,26,0.9963,3.28,55,0.59,9.8,5
7.1,0.72,0,1.8,0.63,0.123,6,14,22,0.99627,3.45,35,0.58,9.8,5
7.9,0.66,0,1.4,0.83,0.096,6,13,29,0.99569,3.43,52,0.58,9.5,5
7.8,0.7,0.06,1.9,0.78,0.079,20,35,48,0.99628,3.4,32,0.69,10.9,5
6.1,0.64,0.02,2.4,0.93,0.069,26,46,41,0.99358,3.47,48,0.45,11,5
7.5,0.59,0.22,1.8,0.78,0.082,43,60,42,0.99499,3.1,40,0.42,9.2,5
7,0.58,0.28,4.8,0.93,0.085,12,69,29,0.99633,3.32,13,0.7,11,6
6.8,0.64,0,2.7,0.98,0.123,15,33,14,0.99538,3.44,27,0.63,11.3,6
6.8,0.64,0,2.7,0.73,0.123,15,33,32,0.99538,3.44,62,0.63,11.3,6
8.6,0.635,0.68,1.8,0.93,0.403,19,56,10,0.99632,3.02,76,1.15,9.3,5
6.3,1.02,0,2,0.54,0.083,17,24,39,0.99437,3.59,66,0.55,11.2,4
9.8,0.45,0.38,2.5,0.63,0.081,34,66,50,0.99726,3.15,34,0.58,9.8,5
8.2,0.78,0,2.2,0.54,0.089,13,26,18,0.9978,3.37,15,0.46,9.6,4
8.5,0.37,0.32,1.8,0.83,0.066,26,51,42,0.99456,3.38,11,0.72,11.8,6
7.2,0.57,0.05,2.3,0.78,0.081,16,36,41,0.99564,3.38,2,0.6,10.3,6
7.2,0.57,0.05,2.3,0.73,0.081,16,36,25,0.99564,3.38,98,0.6,10.3,6
10.4,0.43,0.5,2.3,0.73,0.068,13,19,24,0.996,3.1,97,0.87,11.4,6
6.9,0.41,0.31,2,0.78,0.079,21,51,50,0.99668,3.47,62,0.55,9.5,6
5.5,0.49,0.03,1.8,0.93,0.044,28,87,42,0.9908,3.5,3,0.82,14,8
5,0.38,0.01,1.6,0.83,0.048,26,60,30,0.99084,3.7,44,0.75,14,6
7.3,0.44,0.2,1.6,0.63,0.049,24,64,21,0.9935,3.38,35,0.57,11.7,6
5.9,0.46,0,1.9,0.63,0.077,25,44,10,0.99385,3.5,10,0.53,11.2,5
7.5,0.58,0.2,2,0.98,0.073,34,44,22,0.99494,3.1,36,0.43,9.3,5
7.8,0.58,0.13,2.1,0.83,0.102,17,36,30,0.9944,3.24,45,0.53,11.2,6
8,0.715,0.22,2.3,0.63,0.075,13,81,10,0.99688,3.24,11,0.54,9.5,6
8.5,0.4,0.4,6.3,0.83,0.05,3,10,44,0.99566,3.28,57,0.56,12,4
7,0.69,0,1.9,0.73,0.114,3,10,43,0.99636,3.35,32,0.6,9.7,6
8,0.715,0.22,2.3,0.54,0.075,13,81,40,0.99688,3.24,99,0.54,9.5,6
9.8,0.3,0.39,1.7,0.83,0.062,3,9,31,0.9948,3.14,17,0.57,11.5,7
7.1,0.46,0.2,1.9,0.83,0.077,28,54,11,0.9956,3.37,93,0.64,10.4,6
7.1,0.46,0.2,1.9,0.63,0.077,28,54,42,0.9956,3.37,37,0.64,10.4,6
7.9,0.765,0,2,0.93,0.084,9,22,35,0.99619,3.33,89,0.68,10.9,6
8.7,0.63,0.28,2.7,0.83,0.096,17,69,40,0.99734,3.26,81,0.63,10.2,6
7,0.42,0.19,2.3,0.63,0.071,18,36,16,0.99476,3.39,30,0.56,10.9,5
11.3,0.37,0.5,1.8,0.83,0.09,20,47,49,0.99734,3.15,72,0.57,10.5,5
7.1,0.16,0.44,2.5,0.83,0.068,17,31,37,0.99328,3.35,42,0.54,12.4,6
8,0.6,0.08,2.6,0.59,0.056,3,7,20,0.99286,3.22,34,0.37,13,5
7,0.6,0.3,4.5,0.63,0.068,20,110,45,0.99914,3.3,75,1.17,10.2,5
7,0.6,0.3,4.5,0.88,0.068,20,110,22,0.99914,3.3,64,1.17,10.2,5
7.6,0.74,0,1.9,0.68,0.1,6,12,39,0.99521,3.36,37,0.59,11,5
8.2,0.635,0.1,2.1,0.73,0.073,25,60,14,0.99638,3.29,1,0.75,10.9,6
5.9,0.395,0.13,2.4,0.54,0.056,14,28,25,0.99362,3.62,22,0.67,12.4,6
7.5,0.755,0,1.9,0.54,0.084,6,12,34,0.99672,3.34,2,0.49,9.7,4
8.2,0.635,0.1,2.1,0.73,0.073,25,60,16,0.99638,3.29,43,0.75,10.9,6
6.6,0.63,0,4.3,0.54,0.093,51,77.5,38,0.99558,3.2,3,0.45,9.5,5
6.6,0.63,0,4.3,0.98,0.093,51,77.5,15,0.99558,3.2,79,0.45,9.5,5
7.2,0.53,0.14,2.1,0.63,0.064,15,29,48,0.99323,3.35,51,0.61,12.1,6
5.7,0.6,0,1.4,0.54,0.063,11,18,27,0.99191,3.45,20,0.56,12.2,6
7.6,1.58,0,2.1,0.73,0.137,5,9,37,0.99476,3.5,84,0.4,10.9,3
5.2,0.645,0,2.15,0.88,0.08,15,28,25,0.99444,3.78,71,0.61,12.5,6
6.7,0.86,0.07,2,0.59,0.1,20,57,10,0.99598,3.6,74,0.74,11.7,6
9.1,0.37,0.32,2.1,0.93,0.064,4,15,12,0.99576,3.3,48,0.8,11.2,6
8,0.28,0.44,1.8,0.68,0.081,28,NA,27,0.99501,3.36,35,0.66,11.2,5
7.6,0.79,0.21,2.3,0.54,0.087,21,68,48,0.9955,3.12,61,0.44,9.2,5
7.5,0.61,0.26,1.9,0.78,0.073,24,88,14,0.99612,3.3,85,0.53,9.8,5
9.7,0.69,0.32,2.5,0.73,0.088,22,91,46,0.9979,3.29,15,0.62,10.1,5
6.8,0.68,0.09,3.9,0.63,0.068,15,29,25,0.99524,3.41,83,0.52,11.1,4
9.7,0.69,0.32,2.5,0.88,0.088,22,91,45,0.9979,3.29,97,0.62,10.1,5
7,0.62,0.1,1.4,0.68,0.071,27,63,31,0.996,3.28,90,0.61,9.2,5
7.5,0.61,0.26,1.9,0.93,0.073,24,88,24,0.99612,3.3,85,0.53,9.8,5
6.5,0.51,0.15,3,0.73,0.064,12,27,49,0.9929,3.33,88,0.59,12.8,6
8,1.18,0.21,1.9,0.54,0.083,14,41,16,0.99532,3.34,67,0.47,10.5,5
7,0.36,0.21,2.3,0.68,0.086,20,65,24,0.99558,3.4,15,0.54,10.1,6
7,0.36,0.21,2.4,0.93,0.086,24,69,19,0.99556,3.4,75,0.53,10.1,6
7.5,0.63,0.27,2,0.54,0.083,17,91,25,0.99616,3.26,51,0.58,9.8,6
5.4,0.74,0,1.2,0.78,0.041,16,46,26,0.99258,4.01,96,0.59,12.5,6
9.9,0.44,0.46,2.2,0.73,0.091,10,41,26,0.99638,3.18,11,0.69,11.9,6
7.5,0.63,0.27,2,0.59,0.083,17,91,15,0.99616,3.26,1,0.58,9.8,6
9.1,0.76,0.68,1.7,0.73,0.414,18,64,41,0.99652,2.9,24,1.33,9.1,6
9.7,0.66,0.34,2.6,0.54,0.094,12,88,21,0.99796,3.26,79,0.66,10.1,5
5,0.74,0,1.2,0.54,0.041,16,46,42,0.99258,4.01,42,0.59,12.5,6
9.1,0.34,0.42,1.8,0.73,0.058,9,18,35,0.99392,3.18,72,0.55,11.4,5
9.1,0.36,0.39,1.8,0.63,0.06,21,55,34,0.99495,3.18,36,0.82,11,7
6.7,0.46,0.24,1.7,0.54,0.077,18,34,40,0.9948,3.39,60,0.6,10.6,6
6.7,0.46,0.24,1.7,0.93,0.077,18,34,21,0.9948,3.39,0,0.6,10.6,6
6.7,0.46,0.24,1.7,0.63,0.077,18,34,43,0.9948,3.39,61,0.6,10.6,6
6.7,0.46,0.24,1.7,0.78,0.077,18,34,27,0.9948,3.39,82,0.6,10.6,6
6.5,0.52,0.11,1.8,0.73,0.073,13,38,19,0.9955,3.34,79,0.52,9.3,5
NA,0.6,0.26,2.1,0.78,0.083,17,91,31,0.99616,3.29,85,0.56,9.8,6
7.4,0.6,0.26,2.1,0.78,0.083,17,91,20,0.99616,3.29,33,0.56,9.8,6
7.8,0.87,0.26,3.8,0.88,0.107,31,67,46,0.99668,3.26,34,0.46,9.2,5
8.4,0.39,0.1,1.7,0.73,0.075,6,25,26,0.99581,3.09,71,0.43,9.7,6
9.1,0.775,0.22,2.2,0.54,0.079,12,48,35,0.9976,3.18,35,0.51,9.6,5
7.2,0.835,0,2,0.98,0.166,4,11,17,0.99608,3.39,22,0.52,10,5
6.6,0.58,0.02,2.4,0.98,0.069,19,40,41,0.99387,3.38,76,0.66,12.6,6
6,0.5,0,1.4,0.63,0.057,15,26,27,0.99448,3.36,30,0.45,9.5,5
6,0.5,0,1.4,0.83,0.057,15,26,39,0.99448,3.36,21,0.45,9.5,5
6,0.5,0,1.4,0.73,0.057,15,26,50,0.99448,3.36,51,0.45,9.5,5
7.5,0.51,0.02,1.7,0.59,0.084,13,31,21,0.99538,3.36,14,0.54,10.5,6
7.5,0.51,0.02,1.7,0.54,0.084,13,31,40,0.99538,3.36,70,0.54,10.5,6
7.5,0.51,0.02,1.7,0.68,0.084,13,31,39,0.99538,3.36,18,0.54,10.5,6
7.6,0.54,0.02,1.7,0.83,0.085,17,31,10,0.99589,3.37,95,0.51,10.4,6
7.5,0.51,0.02,1.7,0.73,0.084,13,31,22,0.99538,3.36,100,0.54,10.5,6
11.5,0.42,0.48,2.6,0.93,0.077,8,20,36,0.99852,3.09,11,0.53,11,5
8.2,0.44,0.24,2.3,0.83,0.063,10,28,45,0.99613,3.25,46,0.53,10.2,6
6.1,0.59,0.01,2.1,0.83,0.056,5,13,24,0.99472,3.52,48,0.56,11.4,5
7.2,0.655,0.03,1.8,0.88,0.078,7,12,18,0.99587,3.34,80,0.39,9.5,5
7.2,0.655,0.03,1.8,0.73,0.078,7,12,19,0.99587,3.34,33,0.39,9.5,5
6.9,0.57,0,2.8,0.98,0.081,21,41,49,0.99518,3.41,96,0.52,10.8,5
9,0.6,0.29,2,0.59,0.069,32,73,49,0.99654,3.34,77,0.57,10,5
7.2,0.62,0.01,2.3,0.78,0.065,8,46,48,0.99332,3.32,53,0.51,11.8,6
NA,0.645,0.03,1.9,0.59,0.086,14,57,20,0.9969,3.37,98,0.46,10.3,5
7.6,0.645,0.03,1.9,0.68,0.086,14,57,49,0.9969,3.37,84,0.46,10.3,5
7.2,0.58,0.03,2.3,0.93,0.077,7,28,14,0.99568,3.35,59,0.52,10,5
6.1,0.32,0.25,1.8,0.78,0.086,5,32,45,0.99464,3.36,86,0.44,10.1,5
6.1,0.34,0.25,1.8,0.73,0.084,4,28,33,0.99464,3.36,99,0.44,10.1,5
7.3,0.43,0.24,2.5,0.68,0.078,27,67,10,0.99648,3.6,24,0.59,11.1,6
7.4,0.64,0.17,5.4,0.59,0.168,52,98,34,0.99736,3.28,73,0.5,9.5,5
11.6,0.475,0.4,1.4,0.78,0.091,6,28,37,0.99704,3.07,30,0.65,10.03333333,6
9.2,0.54,0.31,2.3,0.63,0.112,11,38,46,0.99699,3.24,33,0.56,10.9,5
NA,0.85,0.14,2.5,0.68,0.093,13,54,48,0.99724,3.36,55,0.54,10.1,5
11.6,0.475,0.4,1.4,0.93,0.091,6,28,35,0.99704,3.07,8,0.65,10.03333333,6
8,0.83,0.27,2,0.68,0.08,11,63,25,0.99652,3.29,93,0.48,9.8,4
7.2,0.605,0.02,1.9,0.63,0.096,10,31,45,0.995,3.46,80,0.53,11.8,6
7.8,0.5,0.09,2.2,0.63,0.115,10,42,47,0.9971,3.18,79,0.62,9.5,5
7.3,0.74,0.08,1.7,0.83,0.094,10,45,15,0.99576,3.24,12,0.5,9.8,5
6.9,0.54,0.3,2.2,0.78,0.088,9,105,50,0.99725,3.25,77,1.18,10.5,6
8,0.77,0.32,2.1,0.98,0.079,16,74,43,0.99656,3.27,19,0.5,9.8,6
6.6,0.61,0,1.6,0.59,0.069,4,8,29,0.99396,3.33,0,0.37,10.4,4
8.7,0.78,0.51,1.7,0.93,0.415,12,66,46,0.99623,3,4,1.17,9.2,5
7.5,0.58,0.56,3.1,0.83,0.153,5,14,37,0.99476,3.21,86,1.03,11.6,6
8.7,0.78,0.51,1.7,0.83,0.415,12,66,22,0.99623,3,47,1.17,9.2,5
7.7,0.75,0.27,3.8,0.88,0.11,34,89,33,0.99664,3.24,8,0.45,9.3,5
6.8,0.815,0,1.2,0.54,0.267,16,29,19,0.99471,3.32,0,0.51,9.8,3
7.2,0.56,0.26,2,0.98,0.083,13,100,36,0.99586,3.26,66,0.52,9.9,5
8.2,0.885,0.2,1.4,0.59,0.086,7,31,15,0.9946,3.11,17,0.46,10,5
5.2,0.49,0.26,2.3,0.59,0.09,23,74,19,0.9953,3.71,89,0.62,12.2,6
7.2,0.45,0.15,2,0.73,0.078,10,28,27,0.99609,3.29,92,0.51,9.9,6
7.5,0.57,0.02,2.6,0.54,0.077,11,35,39,0.99557,3.36,24,0.62,10.8,6
7.5,0.57,0.02,2.6,0.63,0.077,11,35,13,0.99557,3.36,47,0.62,10.8,6
6.8,0.83,0.09,1.8,0.63,0.074,4,25,34,0.99534,3.38,36,0.45,9.6,5
8,0.6,0.22,2.1,0.88,0.08,25,105,35,0.99613,3.3,25,0.49,9.9,5
NA,0.6,0.22,2.1,0.93,0.08,25,105,45,0.99613,3.3,66,0.49,9.9,5
7.1,0.755,0.15,1.8,0.73,0.107,20,84,47,0.99593,3.19,21,0.5,9.5,5
8,0.81,0.25,3.4,0.59,0.076,34,85,42,0.99668,3.19,91,0.42,9.2,5
7.4,0.64,0.07,1.8,0.63,0.1,8,23,41,0.9961,3.3,61,0.58,9.6,5
7.4,0.64,0.07,1.8,0.93,0.1,8,23,42,0.9961,3.3,46,0.58,9.6,5
